"","Seedling_ID","Sample_Name","Tube_Sample","Sample","Group","Seedling_sp","Mother_sp","Soil_ID","Tube_label","Seedling_status_at_collection.x","Date_sample_collected","Extraction_date","Sample_type","Sample_weight_mg","Seedling_species","Adult_tag","Adult_species","Identifier","Soil_sample_number","Seedling_status_at_collection.y","Date_seedling_collected","Date_seedling_plated","Date_seedling_stored","Roots_box_position","Roots_sterile_box_positions","Stem_box_position","Stem_sterile_box_position","Leaves_box_position","Leaves_sterile_box_position","Seedling_collection_photo","Seedling_Collector","SequenceRoots","SequenceRootsSterile","SequenceStems","SequenceLeaves","Notes","...24"
"82","12525_0407_2_04","STRI_F_R033","F_R033","R033","FUN",NA,NA,"NA","UR033",NA,20191001,NA,"Unsterile root","21.8","DG",12525,"DG","N4",NA,"Pathogen","20191001",NA,NA,"Bag","Bag","Bag","Bag","Bag","Bag","IMG_4881.JPG","RP","Yes","Yes","Yes","Yes",NA,NA
"83","12525_0407_2_04","STRI_F_L035","F_L035","L035","FUN",NA,NA,"NA","L035",NA,20191001,NA,"Sterile leaf","57.4","DG",12525,"DG","N4",NA,"Pathogen","20191001",NA,NA,"Bag","Bag","Bag","Bag","Bag","Bag","IMG_4881.JPG","RP","Yes","Yes","Yes","Yes",NA,NA
"84","12525_0803_1_01","STRI_F_L114","F_L114","L114","FUN",NA,NA,"NA","L114",NA,20190921,NA,"Sterile leaf","57.6","HC",12525,"DG","1","14","Healthy","20190921","NA",NA,"B1_1C","A_A6","NA","B_I3","B_B4","B_A6","IMG_4789.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"85","12525_0820_2_01","STRI_F_L230","F_L230","L230","FUN",NA,NA,"NA","L230",NA,20190917,NA,"Sterile leaf","49.5","HT",12525,"DG","N1","NA","Pathogen","20190917","20190920",NA,"B1_4C","A_B7","NA","S_I9","NA","L_I9","IMG_4755.JPG","RP","Yes","Yes","Yes","Yes",NA,NA
"86","12525_0820_2_01","STRI_F_R254","F_R254","R254","FUN",NA,NA,"NA","UR254",NA,20190917,NA,"Unsterile root","11.9","HT",12525,"DG","N1","NA","Pathogen","20190917","20190920",NA,"B1_4C","A_B7","NA","S_I9","NA","L_I9","IMG_4755.JPG","RP","Yes","Yes","Yes","Yes",NA,NA
"87","12855_0407_1_01","STRI_F_R002","F_R002","R002","FUN",NA,NA,"NA","UR002","Healthy",20190924,NA,"Unsterile root","5.6","DG",12855,"HT","1","6","Healthy","20190924","NA",20190925,"B1_5D","A_E4","NA","B_H3","NA","B_C4","IMG_4815.JPG","JS","Yes","Yes","Yes","Yes",NA,"Possible mixup with sterile-unsterile"
"88","12855_0407_3_01","STRI_F_R142","F_R142","R142","FUN",NA,NA,"NA","UR142",NA,20190820,NA,"Unsterile root","9.1999999999999993","DG",12855,"HT","N",NA,"Healthy","20190820",NA,NA,"1_D3","NA","S_D3","NA","L_D3","NA","IMG_4349.HEIC","DP","Yes","No","No","No",NA,NA
"89","12855_0803_1_01","STRI_F_L220","F_L220","L220","FUN",NA,NA,"NA","L220",NA,20190924,NA,"Sterile leaf","50.2","HC",12855,"HT","1",NA,"Healthy","20190924","NA",20190925,"B1_1D","A_D6","NA","B_H7","NA","B_B9","IMG_4817.JPG","JS","Yes","Yes","Yes","Yes",NA,"Possible mixup with sterile-unsterile"
"90","12855_0803_1_01","STRI_F_R161","F_R161","R161","FUN",NA,NA,"NA","UR161",NA,20190924,NA,"Unsterile root","2.2000000000000002","HC",12855,"HT","1",NA,"Healthy","20190924","NA",20190925,"B1_1D","A_D6","NA","B_H7","NA","B_B9","IMG_4817.JPG","JS","Yes","Yes","Yes","Yes",NA,"Possible mixup with sterile-unsterile"
"91","12855_0803_3_01","STRI_F_R148","F_R148","R148","FUN",NA,NA,"NA","UR148",NA,20190826,NA,"Unsterile root","7.9","HC",12855,"HT","N",NA,"Healthy","20190820",NA,NA,"1_D7","NA","S_D7","NA","L_D7","NA","IMG_4354.HEIC","DP","Yes","No","No","No",NA,NA
"92","12855_0820_1_01","STRI_F_R165","F_R165","R165","FUN",NA,NA,"NA","UR165",NA,20190814,NA,"Unsterile root","3.7","HT",12855,"HT","1",NA,"Healthy","20190814",NA,NA,"1_G2","NA","NA","NA","NA","NA",NA,"Unknown","Yes","No","No","No","From census record",NA
"93","12855_0820_1_06","STRI_F_L001","F_L001","L001","FUN",NA,NA,"NA","L001","Healthy",20190924,NA,"Sterile leaf","47.2","HT",12855,"HT","6","12","Healthy","20190924","NA",20190925,"B1_9C","A_D2","NA","B_H9","NA","B_B7","IMG_4814.JPG","JS","Yes","Yes","Yes","Yes",NA,"Possible mixup with sterile-unsterile"
"94","12855_0820_1_06","STRI_F_R001","F_R001","R001","FUN",NA,NA,"NA","UR001","Healthy",20190924,NA,"Unsterile root","11.2","HT",12855,"HT","6","12","Healthy","20190924","NA",20190925,"B1_9C","A_D2","NA","B_H9","NA","B_B7","IMG_4814.JPG","JS","Yes","Yes","Yes","Yes",NA,"Possible mixup with sterile-unsterile"
"95","12855_0820_1_08","STRI_F_L004","F_L004","L004","FUN",NA,NA,"NA","L004","Healthy",20191011,NA,"Sterile leaf","50.4","HT",12855,"HT","8",NA,"Healthy","20191011",NA,20191015,"B1_2A","Bag","Bag","Bag","Bag","Bag","IMG_4975.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"96","12855_0820_1_08","STRI_F_R004","F_R004","R004","FUN",NA,NA,"NA","UR004","Healthy",20191011,NA,"Unsterile root","16.899999999999999","HT",12855,"HT","8",NA,"Healthy","20191011",NA,20191015,"B1_2A","Bag","Bag","Bag","Bag","Bag","IMG_4975.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"97","12855_0820_1_09","STRI_O_R004","O_R004","R004","OOMY",NA,NA,"NA","UR005","Healthy",20191011,NA,"Unsterile root","16.899999999999999","HT",12855,"HT","9",NA,"Healthy","20200302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","12855_1901_1_01","STRI_F_R003","F_R003","R003","FUN",NA,NA,"NA","UR003","Healthy",20190924,NA,"Unsterile root","13.2","SA",12855,"HT","1","10","Healthy","20190924","NA",20190925,"B1_10C","A_D4","NA","B_H8","NA","B_B8","IMG_4812.JPG","JS","Yes","Yes","Yes","Yes","Few roots excavated","Possible mixup with sterile-unsterile"
"99","12855_1901_1_01","STRI_F_L003","F_L003","L003","FUN",NA,NA,"NA","L003","Healthy",20190924,NA,"Sterile leaf","51.5","SA",12855,"HT","1","10","Healthy","20190924","NA",20190925,"B1_10C","A_D4","NA","B_H8","NA","B_B8","IMG_4812.JPG","JS","Yes","Yes","Yes","Yes","Few roots excavated","Possible mixup with sterile-unsterile"
"100","13665_0407_1_01","STRI_F_L071","F_L071","L071","FUN",NA,NA,"NA","L071",NA,20190927,NA,"Sterile leaf","55.7","DG",13665,"SA","1","41","Pathogen","20190927","20190929",20190929,"B1_10E","NA","NA","B_F1","NA","B_E8","IMG_4848.JPG","RP","Yes","No","Yes","Yes",NA,NA
"101","13665_0407_1_01","STRI_F_R069","F_R069","R069","FUN",NA,NA,"NA","UR069",NA,20190927,NA,"Unsterile root","1.5","DG",13665,"SA","1","41","Pathogen","20190927","20190929",20190929,"B1_10E","NA","NA","B_F1","NA","B_E8","IMG_4848.JPG","RP","Yes","No","Yes","Yes",NA,NA
"102","13665_0407_3_01","STRI_F_R125","F_R125","R125","FUN",NA,NA,"NA","UR125",NA,20190822,NA,"Unsterile root","8.1","DG",13665,"SA","N","41","Healthy","20190822",NA,NA,"1_B3","NA","S_B3","NA","L_B3","NA","IMG_4335.HEIC","DP","Yes","No","No","No",NA,NA
"103","13665_0803_2_01","STRI_F_R240","F_R240","R240","FUN",NA,NA,"NA","UR240",NA,20190918,NA,"Unsterile root","3.5","HC",13665,"SA","N","7","Pathogen","20190918","20190920",NA,"B1_6C","A_B8","NA","S_B8/C8","NA","L_B8","IMG_4751.JPG","RP","Yes","Yes","Yes","Yes",NA,NA
"104","13665_0803_2_01","STRI_F_L241","F_L241","L241","FUN",NA,NA,"NA","L241",NA,20190918,NA,"Sterile leaf","37.5","HC",13665,"SA","N","7","Pathogen","20190918","20190920",NA,"B1_6C","A_B8","NA","S_B8/C8","NA","L_B8","IMG_4751.JPG","RP","Yes","Yes","Yes","Yes",NA,NA
"105","13665_0820_1_02","STRI_F_R255","F_R255","R255","FUN",NA,NA,"NA","UR255",NA,20190903,NA,"Unsterile root","0.7","HT",13665,"SA","2",NA,"Healthy","20190903",NA,NA,"1_I5","NA","S_I5","NA","S_I5","NA",NA,"DP","Yes","No","No","No","no marking - assumed to be sample No. 2",NA
"106","13665_0820_1_08","STRI_F_L235","F_L235","L235","FUN",NA,NA,"NA","L235",NA,20190927,NA,"Sterile leaf","47.9","HT",13665,"SA","8","27","Healthy","20190927","NA",20191001,"B1_9E","NA","B_F2","B_F3","B_E7","B_E6","IMG_4826.JPG","JS","Yes","No","Yes","Yes",NA,NA
"107","13665_0820_1_08","STRI_F_R249","F_R249","R249","FUN",NA,NA,"NA","UR249",NA,20190920,NA,"Unsterile root","1.4","HT",13665,"SA","8","27","Healthy","20190927","NA",20191001,"B1_9E","NA","B_F2","B_F3","B_E7","B_E6","IMG_4826.JPG","JS","Yes","No","Yes","Yes",NA,NA
"108","13665_0820_2_02","STRI_F_L244","F_L244","L244","FUN",NA,NA,"NA","L244",NA,20190918,NA,"Sterile leaf","37","HT",13665,"SA","N2","11","Pathogen","20190918","20190920",NA,"B1_3C","A_C4","NA","S_I2","NA","L_I2","IMG_4750.JPG","RP","Yes","Yes","Yes","Yes",NA,NA
"109","13665_0820_2_02","STRI_F_R239","F_R239","R239","FUN",NA,NA,"NA","UR239",NA,20190918,NA,"Unsterile root","8.5","HT",13665,"SA","N2","11","Pathogen","20190918","20190920",NA,"B1_3C","A_C4","NA","S_I2","NA","L_I2","IMG_4750.JPG","RP","Yes","Yes","Yes","Yes",NA,NA
"110","13665_0820_3_01","STRI_F_R256","F_R256","R256","FUN",NA,NA,"NA","UR256",NA,20190903,NA,"Unsterile root","6","HT",13665,"SA","1",NA,"Pathogen","20190903",NA,NA,"1_H5","NA","S_H5","NA","L_H5","NA",NA,"DP","Yes","No","No","No","marked with ""p""",NA
"111","13665_1901_1_02","STRI_F_L010","F_L010","L010","FUN",NA,NA,"NA","L010",NA,20190927,NA,"Sterile leaf","49.6","SA",13665,"SA","2","21","Healthy","20190927","NA",20191001,"B1_10D","A_F6","B_F9","B_G1","B_D7","B_D6","IMG_4831.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"112","13665_1901_1_02","STRI_F_R007","F_R007","R007","FUN",NA,NA,"NA","UR007",NA,20190927,NA,"Unsterile root","3.4","SA",13665,"SA","2","21","Healthy","20190927","NA",20191001,"B1_10D","A_F6","B_F9","B_G1","B_D7","B_D6","IMG_4831.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"113","13687_0407_3_01","STRI_F_R150","F_R150","R150","FUN",NA,NA,"NA","UR150",NA,20190828,NA,"Unsterile root","2.8","DG",13687,"SA","N",NA,"Healthy","20190828",NA,NA,"1_D2","NA","S_D2","NA","L_D2","NA","IMG_4609.HEIC","DP","Yes","No","No","No",NA,NA
"114","13687_0407_3_02","STRI_F_R163","F_R163","R163","FUN",NA,NA,"NA","UR163",NA,20190828,NA,"Unsterile root","1.5","DG",13687,"SA","N",NA,"Healthy","20190828",NA,NA,"1_C1","NA","S_C1","NA","L_C1","NA","IMG_4606.HEIC","DP","Yes","No","No","No",NA,NA
"115","13687_0803_1_01","STRI_F_R109","F_R109","R109","FUN",NA,NA,"NA","UR109",NA,20190921,NA,"Unsterile root","42.1","HC",13687,"SA","1","18","Healthy","20190921","NA",NA,"B1_6B","A_A1","NA","B_I5","B_A1","B_B1","IMG_4790.JPG","JS","Yes","Yes","Yes","Yes","Few roots excavated",NA
"116","13687_0820_1_01","STRI_F_R115","F_R115","R115","FUN",NA,NA,"NA","UR115",NA,20190921,NA,"Unsterile root","50.3","HT",13687,"SA","1","17","Healthy","20190921","NA",NA,"B1_5C","A_C3","NA","B_I8","B_A4","B_A5","IMG_4787.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"117","13687_0820_1_01","STRI_F_R115","F_R115","R115","FUN",NA,NA,"NA","UR115",NA,20190921,NA,"Unsterile root","50.3","HT",13687,"SA","1",NA,"Healthy","20200302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","13687_0820_1_01","STRI_F_L117","F_L117","L117","FUN",NA,NA,"NA","L117",NA,20190921,NA,"Sterile leaf","57","HT",13687,"SA","1","17","Healthy","20190921","NA",NA,"B1_5C","A_C3","NA","B_I8","B_A4","B_A5","IMG_4787.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"119","13687_0820_1_01","STRI_F_L117","F_L117","L117","FUN",NA,NA,"NA","L117",NA,20190921,NA,"Sterile leaf","57","HT",13687,"SA","1",NA,"Healthy","20200302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","13687_0820_1_05","STRI_F_L120","F_L120","L120","FUN",NA,NA,"NA","L120",NA,20190921,NA,"Sterile leaf","45.3","HT",13687,"SA","5","17","Healthy","20190921","NA",NA,"B1_5B","A_A2","NA","B_I4","B_B2","B_A8","IMG_4786.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"121","13687_0820_1_05","STRI_F_R118","F_R118","R118","FUN",NA,NA,"NA","UR118",NA,20190921,NA,"Unsterile root","39","HT",13687,"SA","5","17","Healthy","20190921","NA",NA,"B1_5B","A_A2","NA","B_I4","B_B2","B_A8","IMG_4786.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"122","13687_0820_1_06","STRI_O_R118","O_R118","R118","OOMY",NA,NA,"NA","UR119",NA,20190921,NA,"Unsterile root","39","HT",13687,"SA","6",NA,"Healthy","20190903",NA,NA,"1_F5","NA","S_F5","NA","L_F5","NA",NA,NA,"Yes","No","No","No",NA,NA
"123","13687_0820_1_06","STRI_O_R118","O_R118","R118","OOMY",NA,NA,"NA","UR119",NA,20190921,NA,"Unsterile root","39","HT",13665,"SA","6",NA,"Healthy","20190828",NA,NA,"1_E3","NA","S_E3","NA","L_E3","NA","IMG_4614.HEIC","DP","Yes","No","No","No","Labeled 13667. Likely 13687, but census shows it was probably collected, then a new one was relabeled as 6",NA
"124","13687_0820_1_06","STRI_F_R030","F_R030","R030","FUN",NA,NA,"NA","UR030",NA,20190826,NA,"Unsterile root","3.4","HT",13687,"SA","6",NA,"Healthy","20190903",NA,NA,"1_F5","NA","S_F5","NA","L_F5","NA",NA,NA,"Yes","No","No","No",NA,NA
"125","13687_0820_1_06","STRI_F_R030","F_R030","R030","FUN",NA,NA,"NA","UR030",NA,20190826,NA,"Unsterile root","3.4","HT",13665,"SA","6",NA,"Healthy","20190828",NA,NA,"1_E3","NA","S_E3","NA","L_E3","NA","IMG_4614.HEIC","DP","Yes","No","No","No","Labeled 13667. Likely 13687, but census shows it was probably collected, then a new one was relabeled as 6",NA
"126","13687_0820_1_06","STRI_F_R257","F_R257","R257","FUN",NA,NA,"NA","UR257",NA,20190903,NA,"Unsterile root","4.3","HT",13687,"SA","6",NA,"Healthy","20190903",NA,NA,"1_F5","NA","S_F5","NA","L_F5","NA",NA,NA,"Yes","No","No","No",NA,NA
"127","13687_0820_1_06","STRI_F_R257","F_R257","R257","FUN",NA,NA,"NA","UR257",NA,20190903,NA,"Unsterile root","4.3","HT",13665,"SA","6",NA,"Healthy","20190828",NA,NA,"1_E3","NA","S_E3","NA","L_E3","NA","IMG_4614.HEIC","DP","Yes","No","No","No","Labeled 13667. Likely 13687, but census shows it was probably collected, then a new one was relabeled as 6",NA
"128","13687_0820_1_07","STRI_O_R257","O_R257","R257","OOMY",NA,NA,"NA","UR258",NA,20190903,NA,"Unsterile root","4.3","HT",13687,"SA","7","17","Herbivory","20190917","20190920",NA,"NA","A_A9","S_H1","NA","NA","NA","IMG_4753.JPG","RP","No","No","No","No",NA,NA
"129","13687_0820_1_10","STRI_F_R175","F_R175","R175","FUN",NA,NA,"NA","UR175","Healthy",20191011,NA,"Unsterile root","26","HT",13687,"HT","10",NA,"Healthy","20191011",NA,20191015,"B1_5A","Bag","Bag","Bag","Bag","Bag","IMG_4976.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"130","13687_0820_1_10","STRI_F_L177","F_L177","L177","FUN",NA,NA,"NA","L177","Healthy",20191011,NA,"Sterile leaf","50","HT",13687,"HT","10",NA,"Healthy","20191011",NA,20191015,"B1_5A","Bag","Bag","Bag","Bag","Bag","IMG_4976.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"131","15809_0407_2_01","STRI_F_R086","F_R086","R086","FUN",NA,NA,"NA","UR086",NA,20191007,NA,"Unsterile root","52.8","DG",15809,"DG","1",NA,"Pathogen","20191007",NA,20191012,"B1_1A","Bag","Bag","Bag","Bag","Bag","IMG_4967.JPG","RP","Yes","Yes","Yes","Yes",NA,NA
"132","15809_0407_3_01","STRI_F_R228","F_R228","R228","FUN",NA,NA,"NA","UR228",NA,20190814,NA,"Unsterile root","2.4","DG",15809,"DG",NA,NA,"Healthy","20190814",NA,NA,"1_A2","NA","NA","NA","NA","NA",NA,NA,"Yes","No","No","No",NA,"Status unknown. No indication it was not healthy though"
"133","15809_0820_1_02","STRI_F_R139","F_R139","R139","FUN",NA,NA,"NA","UR139",NA,20190826,NA,"Unsterile root","3.4","HT",15809,"DG","2","40","Healthy","20190826",NA,NA,"1_D4","NA","S_D4","NA","L_D4","NA","IMG_4457.HEIC","DP","Yes","No","No","No",NA,NA
"134","15809_0820_1_03","STRI_O_R139","O_R139","R139","OOMY",NA,NA,"NA","UR140",NA,20190826,NA,"Unsterile root","3.4","HT",15809,"DG","3","40","Healthy","20191004",NA,NA,"Bag","Bag","Bag","Bag","Bag","Bag","IMG_4933.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"135","15809_0820_1_03","STRI_F_L212","F_L212","L212","FUN",NA,NA,"NA","L212",NA,20191004,NA,"Sterile leaf","43","HT",15809,"DG","3","40","Healthy","20191004",NA,NA,"Bag","Bag","Bag","Bag","Bag","Bag","IMG_4933.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"136","15809_0820_1_03","STRI_F_R210","F_R210","R210","FUN",NA,NA,"NA","UR210",NA,20191004,NA,"Unsterile root","6","HT",15809,"DG","3","40","Healthy","20191004",NA,NA,"Bag","Bag","Bag","Bag","Bag","Bag","IMG_4933.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"137","15809_1901_3_01","STRI_F_R136","F_R136","R136","FUN",NA,NA,"NA","UR136",NA,20190822,NA,"Unsterile root","11.6","SA",15809,"DG","N",NA,"Healthy","20190822",NA,NA,"1_G7","NA","S_G7","na","L_G7","NA","IMG_4343.HEIC","DP","Yes","No","Yes","No",NA,NA
"138","41346_0407_1_01","STRI_F_R135","F_R135","R135","FUN",NA,NA,"NA","UR135",NA,20190822,NA,"Unsterile root","6.5","DG",41346,"SA","1","44","Pathogen","20190822",NA,NA,"1_A3","NA","S_A3","NA","L_A1 . L_A3","NA","IMG_4342.HEIC","DP","Yes","No","No","No",NA,NA
"139","41346_0803_1_03","STRI_F_R144","F_R144","R144","FUN",NA,NA,"NA","UR144",NA,20190822,NA,"Unsterile root","8.6999999999999993","HC",41346,"SA","3","43","Healthy","20190822",NA,NA,"1_C7","NA","S_C7","NA","L_C7","NA","IMG_4346.HEIC","DP","Yes","No","No","No",NA,NA
"140","41346_1901_2_01","STRI_F_L104","F_L104","L104","FUN",NA,NA,"NA","L104",NA,20190924,NA,"Sterile leaf","59.2","SA",41346,"SA","N1","NA","Pathogen","20190924","20190925",20190925,"B1_8C","A_C9","NA","B_I1","NA","B_B6","IMG_4810.JPG","RP","Yes","Yes","Yes","Yes","Number not quite clear","Possible mixup with sterile-unsterile"
"141","41346_1901_3_01","STRI_F_R137","F_R137","R137","FUN",NA,NA,"NA","UR137",NA,20190822,NA,"Unsterile root","13.8","SA",41346,"SA",NA,NA,"Unknown","20190806",NA,NA,"1_H7","NA","NA","NA","NA","NA","NA",NA,"No","No","No","No",NA,NA
"142","41346_1901_3_01","STRI_F_R137","F_R137","R137","FUN",NA,NA,"NA","UR137",NA,20190822,NA,"Unsterile root","13.8","SA",41346,"SA","N",NA,"Healthy","20190822",NA,NA,"1_H6","NA","S_H6","NA","L_H6","NA","IMG_4344.HEIC","DP","Yes","No","No","No","Collected from HT exclosure",NA
"143","41607_0803_1_01","STRI_F_L065","F_L065","L065","FUN",NA,NA,"NA","L065",NA,20190927,NA,"Sterile leaf","14.5","HC",41607,"SA","1",NA,"Pathogen","20190927","20190929",20190929,"B1_9D","A_F4","NA","B_G2","NA","B_D5","IMG_4846.JPG","RP","Yes","Yes","Yes","Yes",NA,NA
"144","41607_0803_1_01","STRI_F_R063","F_R063","R063","FUN",NA,NA,"NA","UR063",NA,20190927,NA,"Unsterile root","0.2","HC",41607,"SA","1",NA,"Pathogen","20190927","20190929",20190929,"B1_9D","A_F4","NA","B_G2","NA","B_D5","IMG_4846.JPG","RP","Yes","Yes","Yes","Yes",NA,NA
"145","41607_0803_3_01","STRI_F_R149","F_R149","R149","FUN",NA,NA,"NA","UR149",NA,20190820,NA,"Unsterile root","6.4","HC",41607,"SA","N",NA,"Healthy","20190820",NA,NA,"1_A7","NA","S_A7","NA","L_A7","NA","IMG_4355.HEIC","DP","Yes","No","No","No",NA,NA
"146","41607_0820_1_02","STRI_F_R011","F_R011","R011","FUN",NA,NA,"NA","UR011",NA,20190927,NA,"Unsterile root","4.0999999999999996","HT",41607,"SA","2","23","Healthy","20190927","NA",20191001,"B1_5E","A_G1","E_I1","E_H9","B_D9","B_E1","IMG_4829.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"147","41607_0820_1_03","STRI_O_R011","O_R011","R011","OOMY",NA,NA,"NA","UR012",NA,20190927,NA,"Unsterile root","4.0999999999999996","HT",41607,"SA","3",NA,"Healthy","20200224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","41607_0820_1_05","STRI_F_R026","F_R026","R026","FUN",NA,NA,"NA","UR026",NA,20190927,NA,"Unsterile root","1.6","HT",41607,"SA","5","23","Healthy","20190927","NA",20191001,"B1_3F","NA","E_I3","E_I2","E_A8","E_A7","IMG_4828.JPG","JS","Yes","No","Yes","Yes",NA,NA
"149","41607_1901_2_04","STRI_F_R051","F_R051","R051","FUN",NA,NA,"NA","UR051",NA,20191001,NA,"Unsterile root","13.8","SA",41607,"SA","N4",NA,"Pathogen","20191001",NA,NA,"Bag","Bag","Bag","Bag","Bag","Bag","IMG_4883.JPG","RP","Yes","Yes","Yes","Yes",NA,NA
"150","42320_0407_1_01","STRI_F_R057","F_R057","R057","FUN",NA,NA,"NA","UR057",NA,20190927,NA,"Unsterile root","1.4","DG",42320,"DG","1","24","Healthy","20190927","NA",20191001,"B1_1E","A_E6","B_G8","B_G9","B_C8","B_C7","IMG_4841.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"151","42320_0407_1_01","STRI_F_L059","F_L059","L059","FUN",NA,NA,"NA","L059",NA,20190927,NA,"Sterile leaf","50.1","DG",42320,"DG","1","24","Healthy","20190927","NA",20191001,"B1_1E","A_E6","B_G8","B_G9","B_C8","B_C7","IMG_4841.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"152","42320_0407_3_01","STRI_F_L183","F_L183","L183","FUN",NA,NA,"NA","L183","Healthy",20191011,NA,"Sterile leaf","48","DG",42320,"DG","NA",NA,"Healthy","20190927",NA,NA,"Bag","Bag","Bag","Bag","Bag","Bag",NA,"JS","Yes","Yes","Yes","Yes","Hilario's ""control"" seedling",NA
"153","42320_0407_3_01","STRI_F_R181","F_R181","R181","FUN",NA,NA,"NA","UR181","Healthy",20191011,NA,"Unsterile root","NA","DG",42320,"DG","NA",NA,"Healthy","20190927",NA,NA,"Bag","Bag","Bag","Bag","Bag","Bag",NA,"JS","Yes","Yes","Yes","Yes","Hilario's ""control"" seedling",NA
"154","42320_0803_2_03","STRI_F_L091","F_L091","L091","FUN",NA,NA,"NA","L091",NA,20191002,NA,"Sterile leaf","57.4","HC",42320,"DG","3",NA,"Pathogen","20191002","20191006",20191006,"Bag","Bag","Bag","Bag","Bag","Bag","IMG_4938.JPG","RP","Yes","Yes","Yes","Yes",NA,NA
"155","42320_0803_2_03","STRI_F_R089","F_R089","R089","FUN",NA,NA,"NA","UR089",NA,20191002,NA,"Unsterile root","15.7","HC",42320,"DG","3",NA,"Pathogen","20191002","20191006",20191006,"Bag","Bag","Bag","Bag","Bag","Bag","IMG_4938.JPG","RP","Yes","Yes","Yes","Yes",NA,NA
"156","42320_0803_3_01","STRI_F_R145","F_R145","R145","FUN",NA,NA,"NA","UR145",NA,20190828,NA,"Unsterile root","4.2","HC",42320,"DG","N",NA,"Healthy","20190828",NA,NA,"1_B6","NA","S_B6","NA","L_B6","NA","IMG_4613.HEIC","DP","Yes","No","No","No","Also near 1869",NA
"157","42320_0803_3_02","STRI_F_R164","F_R164","R164","FUN",NA,NA,"NA","UR164",NA,20190828,NA,"Unsterile root","4.0999999999999996","HC",42320,"DG","N",NA,"Healthy","20190828",NA,NA,"1_A5","NA","S_A5","NA","L_A5","NA","IMG_4612.HEIC","DP","Yes","No","No","No",NA,NA
"158","42320_0820_1_01","STRI_F_L056","F_L056","L056","FUN",NA,NA,"NA","L056",NA,20190927,NA,"Sterile leaf","51.1","HT",42320,"DG","1","25","Healthy","20190927","NA",20191001,"B1_1F","A_H2","E_I6","E_I7","E_A4","E_A3","IMG_4834.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"159","42320_0820_1_01","STRI_F_R054","F_R054","R054","FUN",NA,NA,"NA","UR054",NA,20190927,NA,"Unsterile root","2.1","HT",42320,"DG","1","25","Healthy","20190927","NA",20191001,"B1_1F","A_H2","E_I6","E_I7","E_A4","E_A3","IMG_4834.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"160","42320_0820_1_02","STRI_F_R158","F_R158","R158","FUN",NA,NA,"NA","UR158",NA,20190828,NA,"Unsterile root","23.9","HT",42320,"DG","2",NA,"Healthy","20190828",NA,NA,"1_F1/1_H4?","NA","NA","NA","NA","NA","IMG_4605.HEIC","DP","Yes","No","No","No",NA,NA
"161","42320_0820_1_03","STRI_O_R158","O_R158","R158","OOMY",NA,NA,"NA","UR159",NA,20190828,NA,"Unsterile root","23.9","HT",42320,"DG","3",NA,"Healthy","20200302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","42320_0820_1_04","STRI_F_R146","F_R146","R146","FUN",NA,NA,"NA","UR146",NA,20190820,NA,"Unsterile root","3.9","HT",42320,"DG","4","51","Healthy","20190820",NA,NA,"1_I4","NA","S_I4","NA","L_I4","NA","IMG_4351.HEIC","DP","Yes","No","No","No",NA,NA
"163","42320_0820_1_06","STRI_F_R078","F_R078","R078","FUN",NA,NA,"NA","UR078",NA,20191011,NA,"Unsterile root","13","HT",42320,"DG","6","57","Healthy","20191011",NA,20191015,"B1_7A","Bag","Bag","Bag","Bag","Bag","IMG_4971.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
"164","42320_0820_1_06","STRI_F_L080","F_L080","L080","FUN",NA,NA,"NA","L080",NA,20191011,NA,"Sterile leaf","58.4","HT",42320,"DG","6","57","Healthy","20191011",NA,20191015,"B1_7A","Bag","Bag","Bag","Bag","Bag","IMG_4971.JPG","JS","Yes","Yes","Yes","Yes",NA,NA
